time,close,high,low,open,volumefrom,volumeto,Date,Time,volume,marketcap,price_delta
2023-02-28 20:00:00,23285.63,23340.01,23180.37,23264.2,2144.43,49893391.18,2023-02-28,20:00:00,49891246.75,1161799046462.7434,21.43000000000029
2023-02-28 21:00:00,23144.98,23286.01,23039.39,23285.63,3711.81,85899001.32,2023-02-28,21:00:00,85895289.50999999,1988130667571.3733,-140.65000000000146
2023-02-28 22:00:00,23162.92,23239.49,23115.75,23144.98,1592.35,36916879.17,2023-02-28,22:00:00,36915286.82,855102718864.3763,17.93999999999869
2023-02-28 23:00:00,23134.2,23195.49,23110.88,23162.92,1517.18,35122139.47,2023-02-28,23:00:00,35120622.29,812522598926.874,-28.719999999997526
2023-03-01 00:00:00,23101.07,23216.37,23037.24,23134.2,1702.83,39392364.31,2023-03-01,00:00:00,39390661.480000004,910005765390.8118,-33.13000000000102
2023-03-01 01:00:00,23251.54,23292.66,23088.7,23101.07,1563.24,36261096.89,2023-03-01,01:00:00,36259533.65,843126344781.7107,150.47000000000116
2023-03-01 02:00:00,23331.39,23332.15,23243.47,23251.54,808.86,18831437.31,2023-03-01,02:00:00,18830628.45,439363608140.1608,79.84999999999854
2023-03-01 03:00:00,23443.66,23492.11,23314.56,23331.39,2418.51,56644868.46,2023-03-01,03:00:00,56642449.95,1327963036920.9636,112.27000000000044
2023-03-01 04:00:00,23797.25,23828.16,23435.62,23443.66,2699.83,63799629.63,2023-03-01,04:00:00,63796929.800000004,1518255736212.5176,353.59000000000015
2023-03-01 05:00:00,23694.05,23817.42,23644.05,23797.25,2041.83,48409691.63,2023-03-01,05:00:00,48407649.800000004,1147021653965.8015,-103.20000000000073
2023-03-01 06:00:00,23757.6,23794.33,23673.86,23694.05,1716.9,40757244.18,2023-03-01,06:00:00,40755527.28,968294304330.768,63.54999999999927
2023-03-01 07:00:00,23717.75,23761.03,23699.76,23757.6,1116.5,26496095.14,2023-03-01,07:00:00,26494978.64,628427760506.735,-39.849999999998545
2023-03-01 08:00:00,23872.97,23962.77,23689.03,23717.75,2680.31,63856660.34,2023-03-01,08:00:00,63853980.03,1524448136597.01,155.22000000000116
2023-03-01 09:00:00,23757.25,23901.73,23733.78,23872.97,1986.36,47284815.88,2023-03-01,09:00:00,47282829.52,1123357192065.1301,-115.72000000000116
2023-03-01 10:00:00,23780.72,23783.53,23682.51,23757.25,1055.22,25047459.62,2023-03-01,10:00:00,25046404.400000002,595646623934.5265,23.470000000001164
2023-03-01 11:00:00,23737.91,23785.72,23708.45,23780.72,833.18,19788537.82,2023-03-01,11:00:00,19787704.64,469738529802.7562,-42.81000000000131
2023-03-01 12:00:00,23727.17,23818.23,23707.03,23737.91,1370.44,32559205.87,2023-03-01,12:00:00,32557835.43,772537812742.4879,-10.7400000000016
2023-03-01 13:00:00,23696.92,23733.19,23623.54,23727.17,2161.91,51192886.17,2023-03-01,13:00:00,51190724.260000005,1213113728139.5964,-30.25
2023-03-01 14:00:00,23682.85,23877.12,23601.86,23696.92,3741.63,88770932.86,2023-03-01,14:00:00,88767191.23,2102348687283.451,-14.069999999999709
2023-03-01 15:00:00,23719.01,23766.94,23585.76,23682.85,3445.91,81596860.41,2023-03-01,15:00:00,81593414.5,1935396748033.3938,36.159999999999854
2023-03-01 16:00:00,23703.17,23742.02,23566.93,23719.01,2327.7,55050820.88,2023-03-01,16:00:00,55048493.18,1304878965958.1895,-15.840000000000146
2023-03-01 17:00:00,23711.4,23742.76,23681.04,23703.17,1571.14,37260081.97,2023-03-01,17:00:00,37258510.83,883488707623.458,8.230000000003201
2023-03-01 18:00:00,23695.71,23721.97,23656.06,23711.4,935.91,22173268.48,2023-03-01,18:00:00,22172332.57,525411339654.22076,-15.690000000002328
2023-03-01 19:00:00,23357.31,23696.45,23344.32,23695.71,2806.96,66056387.0,2023-03-01,19:00:00,66053580.04,1542899508638.97,-338.3999999999978
2023-03-01 20:00:00,23413.48,23469.26,23316.56,23357.31,2040.83,47779381.2,2023-03-01,20:00:00,47777340.370000005,1118681586138.576,56.169999999998254
2023-03-01 21:00:00,23560.6,23584.92,23378.87,23413.48,1665.66,39125008.54,2023-03-01,21:00:00,39123342.88,921808676207.5239,147.11999999999898
2023-03-01 22:00:00,23537.5,23571.52,23452.88,23560.6,1155.0,27153562.89,2023-03-01,22:00:00,27152407.89,639126986523.375,-23.099999999998545
2023-03-01 23:00:00,23641.2,23667.62,23512.12,23537.5,1440.08,33980756.96,2023-03-01,23:00:00,33979316.88,803345871442.7521,103.70000000000073
2023-03-02 00:00:00,23609.93,23788.72,23605.41,23641.2,2392.95,56712098.73,2023-03-02,00:00:00,56709705.779999994,1338968681168.389,-31.270000000000437
2023-03-02 01:00:00,23517.36,23636.31,23461.26,23609.93,1591.77,37493855.45,2023-03-02,01:00:00,37492263.68,881756496405.612,-92.56999999999971
2023-03-02 02:00:00,23499.22,23544.06,23462.59,23517.36,1075.13,25272248.64,2023-03-02,02:00:00,25271173.51,593878130686.0608,-18.139999999999418
2023-03-02 03:00:00,23500.1,23511.68,23436.2,23499.22,860.37,20204469.32,2023-03-02,03:00:00,20203608.95,474807049466.932,0.8799999999973807
2023-03-02 04:00:00,23540.86,23543.59,23476.89,23500.1,468.2,11005319.93,2023-03-02,04:00:00,11004851.73,259074695727.3398,40.76000000000204
2023-03-02 05:00:00,23447.29,23544.02,23425.93,23540.86,675.5,15856765.52,2023-03-02,05:00:00,15856090.02,371798179609.4408,-93.56999999999971
2023-03-02 06:00:00,23443.82,23475.44,23393.14,23447.29,1059.69,24839513.99,2023-03-02,06:00:00,24838454.299999997,582333094869.0417,-3.470000000001164
2023-03-02 07:00:00,23394.57,23447.68,23351.34,23443.82,1259.88,29472723.74,2023-03-02,07:00:00,29471463.86,689501698626.0918,-49.25
2023-03-02 08:00:00,23446.02,23461.86,23359.98,23394.57,1016.04,23790684.3,2023-03-02,08:00:00,23789668.26,557796859911.4861,51.45000000000073
2023-03-02 09:00:00,23404.79,23463.39,23399.3,23446.02,714.48,16745565.23,2023-03-02,09:00:00,16744850.75,391926437639.4517,-41.22999999999956
2023-03-02 10:00:00,23378.19,23418.54,23347.87,23404.79,886.85,20742019.64,2023-03-02,10:00:00,20741132.79,484910876127.6516,-26.600000000002183
2023-03-02 11:00:00,23417.18,23427.15,23366.6,23378.19,693.28,16219593.3,2023-03-02,11:00:00,16218900.020000001,379817135832.89404,38.9900000000016
2023-03-02 12:00:00,23354.56,23431.93,23331.16,23417.18,999.21,23349920.83,2023-03-02,12:00:00,23348921.619999997,545327127019.4848,-62.61999999999898
2023-03-02 13:00:00,23303.79,23402.34,23286.25,23354.56,2553.5,59602558.25,2023-03-02,13:00:00,59600004.75,1388965500920.7676,-50.77000000000044
2023-03-02 14:00:00,23312.43,23345.26,23212.33,23303.79,3244.29,75529481.68,2023-03-02,14:00:00,75526237.39,1760775754601.2825,8.639999999999418
2023-03-02 15:00:00,23370.08,23377.31,23287.11,23312.43,2126.23,49629271.06,2023-03-02,15:00:00,49627144.830000006,1159840035013.885,57.650000000001455
2023-03-02 16:00:00,23280.6,23383.4,23264.92,23370.08,1605.39,37441086.12,2023-03-02,16:00:00,37439480.73,871650949525.2719,-89.4800000000032
2023-03-02 17:00:00,23272.15,23313.76,23239.71,23280.6,1559.42,36293069.87,2023-03-02,17:00:00,36291510.449999996,844617765975.1205,-8.44999999999709
2023-03-02 18:00:00,23447.51,23451.74,23264.11,23272.15,1856.63,43385123.01,2023-03-02,18:00:00,43383266.379999995,1017273105628.205,175.35999999999694
2023-03-02 19:00:00,23466.97,23498.39,23398.56,23447.51,2265.9,53160127.5,2023-03-02,19:00:00,53157861.6,1247507117238.675,19.460000000002765
2023-03-02 20:00:00,23464.08,23561.8,23433.48,23466.97,2439.28,57296998.05,2023-03-02,20:00:00,57294558.769999996,1344421346005.044,-2.889999999999418
2023-03-02 21:00:00,23420.65,23470.92,23397.59,23464.08,971.17,22762722.39,2023-03-02,21:00:00,22761751.22,533117754143.3536,-43.43000000000029
2023-03-02 22:00:00,23470.84,23552.21,23415.36,23420.65,1260.94,29628288.49,2023-03-02,22:00:00,29627027.549999997,695400818622.6316,50.18999999999869
2023-03-02 23:00:00,23467.22,23503.18,23439.29,23470.84,1123.83,26377568.61,2023-03-02,23:00:00,26376444.78,619008205635.9642,-3.6199999999989814
2023-03-03 00:00:00,23422.33,23476.96,23410.91,23467.22,903.23,21170709.28,2023-03-03,00:00:00,21169806.05,495867339090.2225,-44.88999999999942
2023-03-03 01:00:00,22248.74,23423.18,22147.42,23422.33,14309.04,322487887.99,2023-03-03,01:00:00,322473578.95,7174949173038.634,-1173.5900000000001
2023-03-03 02:00:00,22379.97,22458.14,22212.74,22248.74,4998.11,111638984.98,2023-03-03,02:00:00,111633986.87,2498477134682.8506,131.22999999999956
2023-03-03 03:00:00,22348.17,22412.31,22324.02,22379.97,2835.0,63382010.4,2023-03-03,03:00:00,63379175.4,1416471943360.9678,-31.80000000000291
2023-03-03 04:00:00,22394.38,22402.45,22301.37,22348.17,2194.59,49019593.12,2023-03-03,04:00:00,49017398.529999994,1097763395774.6656,46.210000000002765
2023-03-03 05:00:00,22358.51,22421.4,22349.87,22394.38,1904.66,42638442.67,2023-03-03,05:00:00,42636538.010000005,953332046821.6217,-35.87000000000262
2023-03-03 06:00:00,22392.05,22411.82,22344.79,22358.51,1232.03,27577314.98,2023-03-03,06:00:00,27576082.95,617512615897.9089,33.54000000000087
2023-03-03 07:00:00,22374.33,22409.88,22349.91,22392.05,1436.81,32152906.25,2023-03-03,07:00:00,32151469.44,719399734896.5625,-17.719999999997526
2023-03-03 08:00:00,22441.15,22453.56,22371.93,22374.33,1181.77,26467240.24,2023-03-03,08:00:00,26466058.47,593955308311.876,66.81999999999971
2023-03-03 09:00:00,22377.23,22478.81,22365.89,22441.15,1411.13,31621620.8,2023-03-03,09:00:00,31620209.67,707604281614.384,-63.92000000000189
2023-03-03 10:00:00,22363.62,22396.66,22356.28,22377.23,900.84,20150745.09,2023-03-03,10:00:00,20149844.25,450643605909.6258,-13.610000000000582
2023-03-03 11:00:00,22353.64,22372.1,22326.85,22363.62,1016.6,22723968.74,2023-03-03,11:00:00,22722952.139999997,507963416585.21356,-9.979999999999563
2023-03-03 12:00:00,22354.46,22373.95,22335.29,22353.64,1938.48,43321603.88,2023-03-03,12:00:00,43319665.400000006,968431061071.3048,0.819999999999709
2023-03-03 13:00:00,22412.67,22422.63,22216.58,22354.46,3823.22,85377318.81,2023-03-03,13:00:00,85373495.59,1913533671973.3225,58.20999999999913
2023-03-03 14:00:00,22389.82,22473.49,22372.88,22412.67,2949.09,66087341.01,2023-03-03,14:00:00,66084391.919999994,1479683669492.518,-22.849999999998545
2023-03-03 15:00:00,22340.74,22415.64,22286.76,22389.82,3184.66,71181941.49,2023-03-03,15:00:00,71178756.83,1590257247523.3025,-49.07999999999811
2023-03-03 16:00:00,22381.94,22384.6,22329.66,22340.74,1347.71,30127063.38,2023-03-03,16:00:00,30125715.669999998,674302124947.3572,41.19999999999709
2023-03-03 17:00:00,22420.46,22446.93,22379.32,22381.94,1390.2,31163600.71,2023-03-03,17:00:00,31162210.51,698702263174.5266,38.52000000000044
2023-03-03 18:00:00,22318.9,22423.17,22269.28,22420.46,2558.2,57157624.06,2023-03-03,18:00:00,57155065.86,1275695295632.7341,-101.55999999999767
2023-03-03 19:00:00,22363.32,22392.62,22301.87,22318.9,1338.58,29902807.8,2023-03-03,19:00:00,29901469.220000003,668726059729.896,44.419999999998254
2023-03-03 20:00:00,22310.61,22379.47,22290.72,22363.32,1266.93,28301956.07,2023-03-03,20:00:00,28300689.14,631433904114.9027,-52.70999999999913
2023-03-03 21:00:00,22245.08,22316.44,22169.76,22310.61,3029.71,67429614.73,2023-03-03,21:00:00,67426585.02000001,1499977174038.0286,-65.52999999999884
2023-03-03 22:00:00,22329.37,22338.33,22236.64,22245.08,901.31,20090445.9,2023-03-03,22:00:00,20089544.59,448606999966.08295,84.28999999999724
2023-03-03 23:00:00,22361.45,22378.77,22323.48,22329.37,1167.9,26105132.8,2023-03-03,23:00:00,26103964.900000002,583748621850.56,32.080000000001746
2023-03-04 00:00:00,22375.48,22393.89,22338.42,22361.45,840.98,18807722.51,2023-03-04,00:00:00,18806881.53,420831818868.0548,14.029999999998836
2023-03-04 01:00:00,22349.19,22395.8,22347.09,22375.48,645.98,14453267.92,2023-03-04,01:00:00,14452621.94,323018830864.9848,-26.290000000000873
2023-03-04 02:00:00,22350.69,22361.11,22342.05,22349.19,298.33,6667930.62,2023-03-04,02:00:00,6667632.29,149032850229.1278,1.5
2023-03-04 03:00:00,22355.39,22357.81,22334.97,22350.69,336.93,7529494.77,2023-03-04,03:00:00,7529157.84,168324792086.31027,4.700000000000728
2023-03-04 04:00:00,22346.4,22371.92,22337.39,22355.39,406.91,9094724.99,2023-03-04,04:00:00,9094318.08,203234362516.536,-8.989999999997963
2023-03-04 05:00:00,22333.21,22351.19,22285.52,22346.4,438.39,9787088.66,2023-03-04,05:00:00,9786650.27,218577106332.3986,-13.190000000002328
2023-03-04 06:00:00,22375.55,22410.72,22325.62,22333.21,742.15,16611567.25,2023-03-04,06:00:00,16610825.1,371692953580.7375,42.340000000000146
2023-03-04 07:00:00,22367.93,22381.99,22361.38,22375.55,398.72,8920571.45,2023-03-04,07:00:00,8920172.729999999,199534717753.59848,-7.619999999998981
2023-03-04 08:00:00,22348.85,22369.06,22342.13,22367.93,319.78,7148146.0,2023-03-04,08:00:00,7147826.22,159752842732.09998,-19.080000000001746
2023-03-04 09:00:00,22357.79,22378.69,22347.54,22348.85,336.91,7534134.67,2023-03-04,09:00:00,7533797.76,168446600783.5793,8.940000000002328
2023-03-04 10:00:00,22342.96,22364.31,22335.71,22357.79,217.76,4866988.76,2023-03-04,10:00:00,4866771.0,108742935185.1296,-14.830000000001746
2023-03-04 11:00:00,22354.87,22362.26,22341.95,22342.96,231.74,5180054.23,2023-03-04,11:00:00,5179822.49,115799438904.6001,11.909999999999854
2023-03-04 12:00:00,22393.14,22398.65,22348.46,22354.87,435.63,9746183.01,2023-03-04,12:00:00,9745747.379999999,218247640608.5514,38.27000000000044
2023-03-04 13:00:00,22366.85,22393.62,22366.39,22393.14,268.13,5998895.87,2023-03-04,13:00:00,5998627.74,134176404089.9095,-26.290000000000873
2023-03-04 14:00:00,22350.81,22371.55,22342.93,22366.85,387.25,8656757.53,2023-03-04,14:00:00,8656370.28,193485542769.0993,-16.039999999997235
2023-03-04 15:00:00,22324.08,22357.27,22322.06,22350.81,585.33,13073832.34,2023-03-04,15:00:00,13073247.01,291861279064.7472,-26.729999999999563
2023-03-04 16:00:00,22334.31,22344.81,22303.17,22324.08,364.48,8137356.99,2023-03-04,16:00:00,8136992.51,181742253595.3269,10.229999999999563
2023-03-04 17:00:00,22317.08,22340.44,22315.71,22334.31,278.72,6221783.54,2023-03-04,17:00:00,6221504.82,138852041004.86322,-17.229999999999563
2023-03-04 18:00:00,22328.39,22334.88,22270.71,22317.08,454.57,10139931.3,2023-03-04,18:00:00,10139476.73,226408340639.60703,11.309999999997672
2023-03-04 19:00:00,22255.67,22332.16,22245.35,22328.39,577.83,12874950.06,2023-03-04,19:00:00,12874372.23,286540639801.8402,-72.72000000000116
2023-03-04 20:00:00,22255.18,22270.79,22198.72,22255.67,825.38,18350410.22,2023-03-04,20:00:00,18349584.84,408391682519.9396,-0.48999999999796273
2023-03-04 21:00:00,22219.58,22259.0,22179.49,22255.18,1001.86,22263727.15,2023-03-04,21:00:00,22262725.29,494690666507.597,-35.599999999998545
2023-03-04 22:00:00,22311.46,22356.58,22214.95,22219.58,950.55,21202449.29,2023-03-04,22:00:00,21201498.74,473057599235.86334,91.87999999999738
2023-03-04 23:00:00,22351.08,22352.28,22302.56,22311.46,476.12,10632637.83,2023-03-04,23:00:00,10632161.71,237650938749.3564,39.62000000000262
2023-03-05 00:00:00,22384.27,22389.19,22325.18,22351.08,630.16,14085720.25,2023-03-05,00:00:00,14085090.09,315298565220.4675,33.18999999999869
2023-03-05 01:00:00,22583.88,22632.51,22359.31,22384.27,3154.18,71134046.99,2023-03-05,01:00:00,71130892.80999999,1606482781136.5212,199.61000000000058
2023-03-05 02:00:00,22369.35,22608.54,22240.41,22583.88,2414.58,54067633.06,2023-03-05,02:00:00,54065218.480000004,1209457807590.711,-214.53000000000247
2023-03-05 03:00:00,22395.92,22438.25,22369.19,22369.35,998.86,22385981.71,2023-03-05,03:00:00,22384982.85,501354655498.62317,26.56999999999971
2023-03-05 04:00:00,22452.81,22469.18,22389.23,22395.92,976.53,21916034.19,2023-03-05,04:00:00,21915057.66,492076551621.574,56.890000000003056
2023-03-05 05:00:00,22427.35,22453.27,22409.07,22452.81,404.1,9062741.18,2023-03-05,05:00:00,9062337.08,203253268403.27298,-25.460000000002765
2023-03-05 06:00:00,22425.4,22429.76,22412.08,22427.35,328.5,7364533.87,2023-03-05,06:00:00,7364205.37,165152617848.298,-1.9499999999970896
2023-03-05 07:00:00,22383.44,22426.6,22377.7,22425.4,531.88,11911615.85,2023-03-05,07:00:00,11911083.969999999,266622938681.524,-41.960000000002765
2023-03-05 08:00:00,22347.2,22403.28,22340.65,22383.44,508.84,11382140.69,2023-03-05,08:00:00,11381631.85,254358974427.568,-36.23999999999796
2023-03-05 09:00:00,22376.81,22399.88,22332.39,22347.2,643.25,14391469.64,2023-03-05,09:00:00,14390826.39,322035181755.04846,29.610000000000582
2023-03-05 10:00:00,22419.52,22448.14,22373.72,22376.81,650.47,14579094.6,2023-03-05,10:00:00,14578444.129999999,326856302966.592,42.70999999999913
2023-03-05 11:00:00,22402.9,22427.48,22393.81,22419.52,346.1,7755864.76,2023-03-05,11:00:00,7755518.66,173753862631.80402,-16.61999999999898
2023-03-05 12:00:00,22428.99,22437.73,22399.91,22402.9,377.26,8456041.05,2023-03-05,12:00:00,8455663.790000001,189660460150.03952,26.090000000000146
2023-03-05 13:00:00,22472.3,22489.33,22428.82,22428.99,955.3,21458342.18,2023-03-05,13:00:00,21457386.88,482218302971.61395,43.30999999999767
