time,close,high,low,open,volumefrom,volumeto
2023-02-26 12:00:00,23166.09,23278.48,23142.41,23254.08,1111.29,25804330.69
2023-02-26 13:00:00,23209.68,23211.35,23148.1,23166.09,452.56,10491830.3
2023-02-26 14:00:00,23200.75,23306.33,23192.14,23209.68,1539.19,35783563.75
2023-02-26 15:00:00,23250.45,23250.45,23190.03,23200.75,759.72,17636542.66
2023-02-26 16:00:00,23186.16,23259.12,23174.98,23250.45,666.62,15472206.65
2023-02-26 17:00:00,23242.09,23242.19,23148.96,23186.16,677.85,15717647.47
2023-02-26 18:00:00,23475.91,23526.45,23231.36,23242.09,3685.67,86271766.05
2023-02-26 19:00:00,23511.98,23535.8,23373.81,23475.91,2194.23,51501025.91
2023-02-26 20:00:00,23639.77,23673.78,23470.44,23511.98,2394.28,56480693.44
2023-02-26 21:00:00,23558.14,23646.88,23554.0,23639.77,1611.69,38038999.86
2023-02-26 22:00:00,23470.11,23588.8,23332.98,23558.14,2324.72,54480010.67
2023-02-26 23:00:00,23557.39,23607.85,23461.45,23470.11,2076.77,48887932.4
2023-02-27 00:00:00,23495.97,23561.92,23462.22,23557.39,1206.8,28360453.17
2023-02-27 01:00:00,23551.71,23556.99,23441.66,23495.97,847.69,19908716.46
2023-02-27 02:00:00,23560.87,23633.24,23530.52,23551.71,976.53,23020299.77
2023-02-27 03:00:00,23553.1,23637.91,23548.16,23560.87,1187.24,28009843.49
2023-02-27 04:00:00,23495.93,23555.97,23470.62,23553.1,1014.0,23834250.11
2023-02-27 05:00:00,23388.79,23505.38,23362.64,23495.93,1597.07,37427821.15
2023-02-27 06:00:00,23410.03,23430.57,23377.87,23388.79,748.68,17521642.29
2023-02-27 07:00:00,23426.99,23451.39,23407.66,23410.03,678.43,15899813.44
2023-02-27 08:00:00,23360.29,23452.36,23350.13,23426.99,963.99,22553666.91
2023-02-27 09:00:00,23393.24,23433.65,23344.35,23360.29,701.08,16395968.31
2023-02-27 10:00:00,23382.08,23412.94,23355.6,23393.24,513.68,12012568.36
2023-02-27 11:00:00,23425.68,23445.11,23375.52,23382.08,520.0,12177454.55
2023-02-27 12:00:00,23397.33,23433.53,23384.93,23425.68,593.19,13884264.2
2023-02-27 13:00:00,23706.14,23781.93,23397.33,23397.33,3869.88,91506161.15
2023-02-27 14:00:00,23809.83,23826.49,23683.66,23706.14,3729.49,88617408.44
2023-02-27 15:00:00,23542.91,23876.65,23500.4,23809.83,4689.34,111015247.97
2023-02-27 16:00:00,23403.96,23608.03,23180.94,23542.91,6229.96,145556143.34
2023-02-27 17:00:00,23338.14,23415.97,23280.52,23403.96,2280.17,53269044.74
2023-02-27 18:00:00,23280.4,23363.82,23172.2,23338.14,2861.07,66510806.75
2023-02-27 19:00:00,23284.91,23351.76,23229.87,23280.4,2153.42,50156105.43
2023-02-27 20:00:00,23310.97,23314.09,23144.28,23284.91,3191.31,74119437.03
2023-02-27 21:00:00,23383.91,23391.64,23298.25,23310.97,1282.91,29962759.59
2023-02-27 22:00:00,23481.91,23532.77,23366.31,23383.91,1282.84,30065210.61
2023-02-27 23:00:00,23490.07,23573.02,23451.69,23481.91,1379.29,32422148.54
2023-02-28 00:00:00,23422.28,23534.88,23418.52,23490.07,1507.2,35389768.78
2023-02-28 01:00:00,23431.31,23455.96,23356.81,23422.28,958.22,22432199.59
2023-02-28 02:00:00,23436.62,23470.34,23391.16,23431.31,633.51,14846098.84
2023-02-28 03:00:00,23461.17,23515.29,23436.34,23436.62,692.31,16254162.7
2023-02-28 04:00:00,23418.47,23465.73,23395.43,23461.17,737.12,17262921.22
2023-02-28 05:00:00,23376.95,23444.68,23372.7,23418.47,709.11,16595224.1
2023-02-28 06:00:00,23391.72,23410.16,23370.89,23376.95,495.2,11584386.0
2023-02-28 07:00:00,23235.4,23393.15,23231.54,23391.72,1599.02,37264050.67
2023-02-28 08:00:00,23269.38,23296.81,23211.23,23235.4,988.04,22983191.92
2023-02-28 09:00:00,23275.47,23316.85,23249.95,23269.38,682.68,15896086.14
2023-02-28 10:00:00,23363.79,23382.4,23258.23,23275.47,737.44,17200197.12
2023-02-28 11:00:00,23397.17,23417.81,23342.51,23363.79,897.39,20985961.85
2023-02-28 12:00:00,23454.99,23499.88,23394.41,23397.17,1242.22,29138566.94
2023-02-28 13:00:00,23407.3,23483.49,23379.86,23454.99,1297.47,30377512.31
2023-02-28 14:00:00,23430.6,23566.67,23335.2,23407.3,3082.1,72289122.55
2023-02-28 15:00:00,23523.42,23541.91,23413.87,23430.6,3040.07,71406810.42
2023-02-28 16:00:00,23457.06,23596.23,23433.78,23523.42,1657.2,38962538.37
2023-02-28 17:00:00,23531.08,23553.74,23453.55,23457.06,1212.67,28505078.54
2023-02-28 18:00:00,23480.42,23545.71,23444.66,23531.08,1254.85,29477289.85
2023-02-28 19:00:00,23264.2,23488.73,23225.17,23480.42,2458.83,57356090.25
2023-02-28 20:00:00,23285.63,23340.01,23180.37,23264.2,2144.43,49893391.18
2023-02-28 21:00:00,23144.98,23286.01,23039.39,23285.63,3711.81,85899001.32
2023-02-28 22:00:00,23162.92,23239.49,23115.75,23144.98,1592.35,36916879.17
2023-02-28 23:00:00,23134.2,23195.49,23110.88,23162.92,1517.18,35122139.47
2023-03-01 00:00:00,23101.07,23216.37,23037.24,23134.2,1702.83,39392364.31
2023-03-01 01:00:00,23251.54,23292.66,23088.7,23101.07,1563.24,36261096.89
2023-03-01 02:00:00,23331.39,23332.15,23243.47,23251.54,808.86,18831437.31
2023-03-01 03:00:00,23443.66,23492.11,23314.56,23331.39,2418.51,56644868.46
2023-03-01 04:00:00,23797.25,23828.16,23435.62,23443.66,2699.83,63799629.63
2023-03-01 05:00:00,23694.05,23817.42,23644.05,23797.25,2041.83,48409691.63
2023-03-01 06:00:00,23757.6,23794.33,23673.86,23694.05,1716.9,40757244.18
2023-03-01 07:00:00,23717.75,23761.03,23699.76,23757.6,1116.5,26496095.14
2023-03-01 08:00:00,23872.97,23962.77,23689.03,23717.75,2680.31,63856660.34
2023-03-01 09:00:00,23757.25,23901.73,23733.78,23872.97,1986.36,47284815.88
2023-03-01 10:00:00,23780.72,23783.53,23682.51,23757.25,1055.22,25047459.62
2023-03-01 11:00:00,23737.91,23785.72,23708.45,23780.72,833.18,19788537.82
2023-03-01 12:00:00,23727.17,23818.23,23707.03,23737.91,1370.44,32559205.87
2023-03-01 13:00:00,23696.92,23733.19,23623.54,23727.17,2161.91,51192886.17
2023-03-01 14:00:00,23682.85,23877.12,23601.86,23696.92,3741.63,88770932.86
2023-03-01 15:00:00,23719.01,23766.94,23585.76,23682.85,3445.91,81596860.41
2023-03-01 16:00:00,23703.17,23742.02,23566.93,23719.01,2327.7,55050820.88
2023-03-01 17:00:00,23711.4,23742.76,23681.04,23703.17,1571.14,37260081.97
2023-03-01 18:00:00,23695.71,23721.97,23656.06,23711.4,935.91,22173268.48
2023-03-01 19:00:00,23357.31,23696.45,23344.32,23695.71,2806.96,66056387.0
2023-03-01 20:00:00,23413.48,23469.26,23316.56,23357.31,2040.83,47779381.2
2023-03-01 21:00:00,23560.6,23584.92,23378.87,23413.48,1665.66,39125008.54
2023-03-01 22:00:00,23537.5,23571.52,23452.88,23560.6,1155.0,27153562.89
2023-03-01 23:00:00,23641.2,23667.62,23512.12,23537.5,1440.08,33980756.96
2023-03-02 00:00:00,23609.93,23788.72,23605.41,23641.2,2392.95,56712098.73
2023-03-02 01:00:00,23517.36,23636.31,23461.26,23609.93,1591.77,37493855.45
2023-03-02 02:00:00,23499.22,23544.06,23462.59,23517.36,1075.13,25272248.64
2023-03-02 03:00:00,23500.1,23511.68,23436.2,23499.22,860.37,20204469.32
2023-03-02 04:00:00,23540.86,23543.59,23476.89,23500.1,468.2,11005319.93
2023-03-02 05:00:00,23447.29,23544.02,23425.93,23540.86,675.5,15856765.52
2023-03-02 06:00:00,23443.82,23475.44,23393.14,23447.29,1059.69,24839513.99
2023-03-02 07:00:00,23394.57,23447.68,23351.34,23443.82,1259.88,29472723.74
2023-03-02 08:00:00,23446.02,23461.86,23359.98,23394.57,1016.04,23790684.3
2023-03-02 09:00:00,23404.79,23463.39,23399.3,23446.02,714.48,16745565.23
2023-03-02 10:00:00,23378.19,23418.54,23347.87,23404.79,886.85,20742019.64
2023-03-02 11:00:00,23417.18,23427.15,23366.6,23378.19,693.28,16219593.3
2023-03-02 12:00:00,23354.56,23431.93,23331.16,23417.18,999.21,23349920.83
2023-03-02 13:00:00,23303.79,23402.34,23286.25,23354.56,2553.5,59602558.25
2023-03-02 14:00:00,23312.43,23345.26,23212.33,23303.79,3244.29,75529481.68
2023-03-02 15:00:00,23370.08,23377.31,23287.11,23312.43,2126.23,49629271.06
2023-03-02 16:00:00,23280.6,23383.4,23264.92,23370.08,1605.39,37441086.12
2023-03-02 17:00:00,23272.15,23313.76,23239.71,23280.6,1559.42,36293069.87
2023-03-02 18:00:00,23447.51,23451.74,23264.11,23272.15,1856.63,43385123.01
2023-03-02 19:00:00,23466.97,23498.39,23398.56,23447.51,2265.9,53160127.5
2023-03-02 20:00:00,23464.08,23561.8,23433.48,23466.97,2439.28,57296998.05
2023-03-02 21:00:00,23420.65,23470.92,23397.59,23464.08,971.17,22762722.39
2023-03-02 22:00:00,23470.84,23552.21,23415.36,23420.65,1260.94,29628288.49
2023-03-02 23:00:00,23467.22,23503.18,23439.29,23470.84,1123.83,26377568.61
2023-03-03 00:00:00,23422.33,23476.96,23410.91,23467.22,903.23,21170709.28
2023-03-03 01:00:00,22248.74,23423.18,22147.42,23422.33,14309.04,322487887.99
2023-03-03 02:00:00,22379.97,22458.14,22212.74,22248.74,4998.11,111638984.98
2023-03-03 03:00:00,22348.17,22412.31,22324.02,22379.97,2835.0,63382010.4
2023-03-03 04:00:00,22394.38,22402.45,22301.37,22348.17,2194.59,49019593.12
2023-03-03 05:00:00,22358.51,22421.4,22349.87,22394.38,1904.66,42638442.67
2023-03-03 06:00:00,22392.05,22411.82,22344.79,22358.51,1232.03,27577314.98
2023-03-03 07:00:00,22374.33,22409.88,22349.91,22392.05,1436.81,32152906.25
2023-03-03 08:00:00,22441.15,22453.56,22371.93,22374.33,1181.77,26467240.24
2023-03-03 09:00:00,22377.23,22478.81,22365.89,22441.15,1411.13,31621620.8
2023-03-03 10:00:00,22363.62,22396.66,22356.28,22377.23,900.84,20150745.09
2023-03-03 11:00:00,22353.64,22372.1,22326.85,22363.62,1016.6,22723968.74
2023-03-03 12:00:00,22354.46,22373.95,22335.29,22353.64,1938.48,43321603.88
2023-03-03 13:00:00,22412.67,22422.63,22216.58,22354.46,3823.22,85377318.81
2023-03-03 14:00:00,22389.82,22473.49,22372.88,22412.67,2949.09,66087341.01
2023-03-03 15:00:00,22340.74,22415.64,22286.76,22389.82,3184.66,71181941.49
2023-03-03 16:00:00,22381.94,22384.6,22329.66,22340.74,1347.71,30127063.38
2023-03-03 17:00:00,22420.46,22446.93,22379.32,22381.94,1390.2,31163600.71
2023-03-03 18:00:00,22318.9,22423.17,22269.28,22420.46,2558.2,57157624.06
2023-03-03 19:00:00,22363.32,22392.62,22301.87,22318.9,1338.58,29902807.8
2023-03-03 20:00:00,22310.61,22379.47,22290.72,22363.32,1266.93,28301956.07
2023-03-03 21:00:00,22245.08,22316.44,22169.76,22310.61,3029.71,67429614.73
2023-03-03 22:00:00,22329.37,22338.33,22236.64,22245.08,901.31,20090445.9
2023-03-03 23:00:00,22361.45,22378.77,22323.48,22329.37,1167.9,26105132.8
2023-03-04 00:00:00,22375.48,22393.89,22338.42,22361.45,840.98,18807722.51
2023-03-04 01:00:00,22349.19,22395.8,22347.09,22375.48,645.98,14453267.92
2023-03-04 02:00:00,22350.69,22361.11,22342.05,22349.19,298.33,6667930.62
2023-03-04 03:00:00,22355.39,22357.81,22334.97,22350.69,336.93,7529494.77
2023-03-04 04:00:00,22346.4,22371.92,22337.39,22355.39,406.91,9094724.99
2023-03-04 05:00:00,22333.21,22351.19,22285.52,22346.4,438.39,9787088.66
2023-03-04 06:00:00,22375.55,22410.72,22325.62,22333.21,742.15,16611567.25
2023-03-04 07:00:00,22367.93,22381.99,22361.38,22375.55,398.72,8920571.45
2023-03-04 08:00:00,22348.85,22369.06,22342.13,22367.93,319.78,7148146.0
2023-03-04 09:00:00,22357.79,22378.69,22347.54,22348.85,336.91,7534134.67
2023-03-04 10:00:00,22342.96,22364.31,22335.71,22357.79,217.76,4866988.76
2023-03-04 11:00:00,22354.87,22362.26,22341.95,22342.96,231.74,5180054.23
2023-03-04 12:00:00,22393.14,22398.65,22348.46,22354.87,435.63,9746183.01
2023-03-04 13:00:00,22366.85,22393.62,22366.39,22393.14,268.13,5998895.87
2023-03-04 14:00:00,22350.81,22371.55,22342.93,22366.85,387.25,8656757.53
2023-03-04 15:00:00,22324.08,22357.27,22322.06,22350.81,585.33,13073832.34
2023-03-04 16:00:00,22334.31,22344.81,22303.17,22324.08,364.48,8137356.99
2023-03-04 17:00:00,22317.08,22340.44,22315.71,22334.31,278.72,6221783.54
2023-03-04 18:00:00,22328.39,22334.88,22270.71,22317.08,454.57,10139931.3
2023-03-04 19:00:00,22255.67,22332.16,22245.35,22328.39,577.83,12874950.06
2023-03-04 20:00:00,22255.18,22270.79,22198.72,22255.67,825.38,18350410.22
2023-03-04 21:00:00,22219.58,22259.0,22179.49,22255.18,1001.86,22263727.15
2023-03-04 22:00:00,22311.46,22356.58,22214.95,22219.58,950.55,21202449.29
2023-03-04 23:00:00,22351.08,22352.28,22302.56,22311.46,476.12,10632637.83
2023-03-05 00:00:00,22384.27,22389.19,22325.18,22351.08,630.16,14085720.25
2023-03-05 01:00:00,22583.88,22632.51,22359.31,22384.27,3154.18,71134046.99
2023-03-05 02:00:00,22369.35,22608.54,22240.41,22583.88,2414.58,54067633.06
2023-03-05 03:00:00,22395.92,22438.25,22369.19,22369.35,998.86,22385981.71
2023-03-05 04:00:00,22452.81,22469.18,22389.23,22395.92,976.53,21916034.19
2023-03-05 05:00:00,22427.35,22453.27,22409.07,22452.81,404.1,9062741.18
2023-03-05 06:00:00,22425.4,22429.76,22412.08,22427.35,328.5,7364533.87
2023-03-05 07:00:00,22383.44,22426.6,22377.7,22425.4,531.88,11911615.85
2023-03-05 08:00:00,22347.2,22403.28,22340.65,22383.44,508.84,11382140.69
2023-03-05 09:00:00,22376.81,22399.88,22332.39,22347.2,643.25,14391469.64
2023-03-05 10:00:00,22419.52,22448.14,22373.72,22376.81,650.47,14579094.6
2023-03-05 11:00:00,22402.9,22427.48,22393.81,22419.52,346.1,7755864.76
2023-03-05 12:00:00,22428.99,22437.73,22399.91,22402.9,377.26,8456041.05
2023-03-05 13:00:00,22472.3,22489.33,22428.82,22428.99,955.3,21458342.18
